CzeV;ID (UCAC4);VSX ID;RA [h m s];DE [ø ' ''];Const;Type;V [mag];J [mag];J-K [mag];Amp [mag];Passband;M0 [JD];P [d];Discoverer;Year;Online information
764;USNO-B1.0 1367-0484788;;22 16 10.552;+46 46 13.00;Lac;EW;;15.378;0.543;0.59;V;;;FB;2015;http://var2.astro.cz/czev.php?id=764
765;UCAC4 684-116764;;22 16 29.337;+46 43 00.38;Lac;DSCT;13.59;12.73;0.221;0.05;V;;;FB;2015;http://var2.astro.cz/czev.php?id=765
766;USNO-B1.0 1369-0505219;;22 16 22.085;+46 57 08.57;Lac;EW;;16.23;0.325;0.8;V;;;FB;2015;http://var2.astro.cz/czev.php?id=766
767;UCAC4 719-094185;SvkV52;22 27 50.331;+53 42 58.16;Lac;EA;15.71;14.169;0.429;0.41;C;2457279.4231;1.982062;LS;2015;http://var2.astro.cz/czev.php?id=767
768;UCAC4 719-094354;SvkV14;22 28 20.565;+53 45 49.40;Lac;EA;15.67;13.668;0.69;0.93;C;2457278.3008;0.580939;LS;2015;http://var2.astro.cz/czev.php?id=768
769;UCAC4 720-094891;;22 29 52.532;+53 53 35.25;Lac;EW;16.18;14.511;0.403;0.62;C;2457279.1105;0.37863;LS;2015;http://var2.astro.cz/czev.php?id=769
770;UCAC4 720-094324;SvkV53;22 28 10.772;+53 56 11.60;Lac;EW;;14.604;0.209;0.38;C;2457279.0587;0.320041;LS;2015;http://var2.astro.cz/czev.php?id=770
771;UCAC4 720-094217;SvkV55;22 27 46.989;+53 54 56.31;Lac;RRAB:;14.64;12.249;0.775;0.25;C;2457280.3306;0.659848;LS;2015;http://var2.astro.cz/czev.php?id=771
772;UCAC4 796-009649;;03 36 58.852;+69 03 32.06;Cas;EW;15.13;12.902;0.462;0.25;V;2457298.4915;0.404;LS;2015;http://var2.astro.cz/czev.php?id=772
773;CzeV329;;;;;;;;;;;;;LS;2015;http://var2.astro.cz/czev.php?id=773
774;UCAC4 735-075814;;21 32 50.144;+56 56 27.58;Cep;EA;;13.254;0.803;0.7;V;2457329.42;3.636364;PC;2015;http://var2.astro.cz/czev.php?id=774
775;USNO-B1.0 1476-0436656;;21 33 08.124;+57 40 58.23;Cep;EB;;14.839;0.749;0.8;Rc;2457288.9561;0.670196;PC;2015;http://var2.astro.cz/czev.php?id=775
776;UCAC4 735-075949;;21 33 43.560;+56 55 36.52;Cep;EA;16.96;14.028;0.608;0.3;V;;;PC;2015;http://var2.astro.cz/czev.php?id=776
777;UCAC4 736-078000;;21 33 48.170;+57 03 03.40;Cep;DSCT;16;13.54;0.513;0.2;V;2457287.382;0.08992;PC;2015;http://var2.astro.cz/czev.php?id=777
778;UCAC4 738-076567;;21 34 08.538;+57 24 19.52;Cep;EW;;13.955;0.695;0.4;V;2457287.7098;0.366932;PC;2015;http://var2.astro.cz/czev.php?id=778
779;UCAC4 736-078181;;21 34 46.651;+57 01 29.67;Cep;RRC;14.09;12.039;0.674;0.12;V;2457288.7415;0.449573;PC;2015;http://var2.astro.cz/czev.php?id=779
780;UCAC4 734-075209;;21 34 47.350;+56 47 35.29;Cep;EA;;13.115;1.005;0.5;V;2457298.4397;4.4414;PC;2015;http://var2.astro.cz/czev.php?id=780
781;UCAC4 736-078192;;21 34 51.979;+57 04 03.14;Cep;EA;;14.34;0.636;0.6;Rc;;;PC;2015;http://var2.astro.cz/czev.php?id=781
782;USNO-B1.0 1481-0402612;;21 35 07.025;+58 06 50.53;Cep;EA;;13.828;0.894;0.4;Rc;2457326.288;0.67357;PC;2015;http://var2.astro.cz/czev.php?id=782
783;UCAC4 741-074555;;21 35 40.191;+58 00 50.05;Cep;EA;;13.366;0.767;0.7;V;2457298.5595;1.5525;PC;2015;http://var2.astro.cz/czev.php?id=783
784;UCAC4 734-075320;;21 35 46.732;+56 45 59.32;Cep;RR:;14.24;11.32;0.677;0.4;V;2457288.8385;0.75884;PC;2015;http://var2.astro.cz/czev.php?id=784
785;UCAC4 740-073708;;21 35 52.888;+57 57 22.73;Cep;EW;15.81;13.015;0.695;0.3;V;2457298.302;0.427796;PC;2015;http://var2.astro.cz/czev.php?id=785
786;UCAC4 736-078373;NSV 25696;21 35 55.334;+57 02 04.14;Cep;EA;14.66;13.423;0.381;0.83;V;2457298.3787;2.176;PC;2015;http://var2.astro.cz/czev.php?id=786
787;USNO-B1.0 1477-0442753;;21 36 02.881;+57 46 37.07;Cep;EW;;13.263;0.857;0.4;Rc;2457287.4098;0.40293;PC;2015;http://var2.astro.cz/czev.php?id=787
788;UCAC4 737-076236;;21 36 20.305;+57 12 55.89;Cep;DSCT;13.51;11.562;0.461;0.08;V;2457287.5384;0.08358;PC;2015;http://var2.astro.cz/czev.php?id=788
789;UCAC4 742-073521;;21 36 30.819;+58 13 19.99;Cep;DSCT;13.44;11.347;0.472;0.05;Rc;2457287.973;0.27635;PC;2015;http://var2.astro.cz/czev.php?id=789
790;UCAC4 740-073786;;21 36 32.312;+57 56 52.04;Cep;EB;15.35;13.75;0.482;0.6;V;2457287.802;0.422119;PC;2015;http://var2.astro.cz/czev.php?id=790
791;2MASS 21364100+5644596;;21 36 40.995;+56 44 59.72;Cep;EW+DSCT;;14.394;0.411;0.25;Rc;2457291.9246;1.438642;PC;2015;http://var2.astro.cz/czev.php?id=791
792;USNO-B1.0 1472-0442170;;21 36 37.919;+57 14 38.64;Cep;EW;;14.789;0.626;0.6;Rc;2457297.283;0.366374;PC;2015;http://var2.astro.cz/czev.php?id=792
793;USNO-B1.0 1481-0404352;;21 37 08.590;+58 07 30.86;Cep;EW;;13.788;0.722;0.4;V;2457287.6715;0.407714;PC;2015;http://var2.astro.cz/czev.php?id=793
794;UCAC4 739-073649;;21 37 11.249;+57 39 16.99;Cep;EA;15.55;13.171;0.772;0.25;V;2457299.4602;0.375855;PC;2015;http://var2.astro.cz/czev.php?id=794
795;USNO-B1.0 1471-0431925;;21 37 23.147;+57 07 05.03;Cep;EW;;15.101;0.733;0.7;Rc;2457326.36;0.380772;PC;2015;http://var2.astro.cz/czev.php?id=795
796;USNO-B1.0 1468-0404092;;21 37 43.196;+56 51 43.12;Cep;DSCT;;15.317;0.681;0.4;Rc;2457327.454;0.098763;PC;2015;http://var2.astro.cz/czev.php?id=796
797;UCAC4 737-076558;;21 37 46.968;+57 19 06.39;Cep;SR:;14.58;12.204;0.728;0.15;Rc;;;PC;2015;http://var2.astro.cz/czev.php?id=797
798;UCAC4 738-077199;GM Cep;21 37 58.131;+57 31 20.16;Cep;RR:;;12.829;1.105;0.7;Rc;2457291.748;1.383509;PC;2015;http://var2.astro.cz/czev.php?id=798
799;UCAC4 738-077230;;21 38 04.272;+57 27 47.87;Cep;EA;;14.528;0.37;0.6;V;2457289.5866;1.2518;PC;2015;http://var2.astro.cz/czev.php?id=799
800;UCAC4 742-073727;;21 38 11.569;+58 13 46.46;Cep;EW;15.75;13.408;0.763;0.3;Rc;2457301.4047;0.885074;PC;2015;http://var2.astro.cz/czev.php?id=800
801;UCAC4 739-073979;;21 38 54.830;+57 41 21.29;Cep;EW;16.27;13.67;0.751;0.25;V;2457287.7882;0.292065;PC;2015;http://var2.astro.cz/czev.php?id=801
802;UCAC4 742-073838;;21 39 14.862;+58 14 16.60;Cep;DSCT;12.58;10.673;0.468;0.1;V;2457297.5413;0.09858;PC;2015;http://var2.astro.cz/czev.php?id=802
803;UCAC4 737-077002;;21 39 47.647;+57 13 11.01;Cep;EB;15.85;13.777;0.501;0.8;Rc;2457288.0411;0.493291;PC;2015;http://var2.astro.cz/czev.php?id=803
804;UCAC4 735-076926;;21 39 20.359;+56 54 51.54;Cep;EA;14.19;12.083;0.542;;;;;PC;2015;http://var2.astro.cz/czev.php?id=804
805;UCAC4 738-077565;;21 39 29.577;+57 33 41.77;Cep;RR;;12.823;0.956;0.3;V;2457289.1649;0.861698;PC;2015;http://var2.astro.cz/czev.php?id=805
806;USNO-B1.0 1477-0445936;;21 39 30.564;+57 43 39.26;Cep;EA;;14.858;0.718;1;Rc;2457329.343;2.1944;PC;2015;http://var2.astro.cz/czev.php?id=806
807;UCAC4 738-077606;;21 39 40.048;+57 30 34.94;Cep;;14.14;11.243;0.844;;;;;PC;2015;http://var2.astro.cz/czev.php?id=807
808;UCAC4 739-074107;;21 39 40.803;+57 36 54.92;Cep;EW;16.47;13.845;0.696;0.5;V;2457288.9445;0.7785;PC;2015;http://var2.astro.cz/czev.php?id=808
809;UCAC4 737-077015;;21 39 51.426;+57 16 56.48;Cep;DSCT;14.31;12.715;0.365;0.05;Rc;2457287.5865;0.112556;PC;2015;http://var2.astro.cz/czev.php?id=809
810;UCAC4 735-077057;;21 40 06.665;+56 50 52.83;Cep;EB;15.88;13.907;0.54;0.35;Rc;2457287.4689;0.616599;PC;2015;http://var2.astro.cz/czev.php?id=810
811;UCAC4 735-077100;;21 40 17.173;+56 51 33.11;Cep;EA;14.35;12.301;0.685;0.55;V;2457297.339;0.8048;PC;2015;http://var2.astro.cz/czev.php?id=811
812;USNO-B1.0 1477-0446775;;21 40 22.697;+57 46 24.08;Cep;UV;;12.896;1.286;1;V;;;PC;2015;http://var2.astro.cz/czev.php?id=812
813;UCAC4 739-074237;;21 40 31.086;+57 45 29.56;Cep;DSCT;11.93;11.067;0.208;0.9;Rc;2457288.16;0.59312;PC;2015;http://var2.astro.cz/czev.php?id=813
814;UCAC4 741-075123;;21 40 51.308;+58 11 41.62;Cep;EA;15.45;13.166;0.565;;;245789.3515;1.08015;PC;2015;http://var2.astro.cz/czev.php?id=814
815;UCAC4 737-077268;;21 40 57.529;+57 22 09.29;Cep;EW;14.21;12.605;0.432;0.15;V;2457288.3018;0.449944;PC;2015;http://var2.astro.cz/czev.php?id=815
816;UCAC4 741-075134;;21 41 01.323;+58 04 49.48;Cep;HADS;13.2;11.195;0.472;0.43;V;2457287.5359;0.106447;PC;2015;http://var2.astro.cz/czev.php?id=816
817;UCAC4 734-076185;;21 41 03.608;+56 47 39.17;Cep;EA;;14.243;0.601;;;;;PC;2015;http://var2.astro.cz/czev.php?id=817
818;UCAC4 739-074367;;21 41 15.398;+57 45 29.98;Cep;DSCT;12.99;10.992;0.602;;;;;PC;2015;http://var2.astro.cz/czev.php?id=818
819;UCAC4 739-074484;;21 42 06.293;+57 44 31.93;Cep;DSCT;;12.06;1.012;;;;;PC;2015;http://var2.astro.cz/czev.php?id=819
820;UCAC4 735-077498;;21 42 09.297;+56 54 18.61;Cep;EW;;13.272;0.432;0.3;V;2457329.261;0.468724;PC;2015;http://var2.astro.cz/czev.php?id=820
821;UCAC4 738-078138;;21 42 15.946;+57 31 14.46;Cep;EA;13.54;11.724;0.393;0.8;V;2457327.251;1.676;PC;2015;http://var2.astro.cz/czev.php?id=821
822;UCAC4 738-078201;;21 42 53.014;+57 26 38.85;Cep;EA;15.26;13.163;0.53;;;;;PC;2015;http://var2.astro.cz/czev.php?id=822
823;USNO-B1.0 1479-0433380;;21 42 53.489;+57 55 08.64;Cep;SR:;;14.375;1.785;;;;;PC;2015;http://var2.astro.cz/czev.php?id=823
824;UCAC4 736-079795;;21 42 58.385;+57 09 36.41;Cep;DCEP;16;11.834;1.194;0.5;Rc;2457295.35;3.214401;PC;2015;http://var2.astro.cz/czev.php?id=824
825;UCAC4 741-075395;;21 43 17.476;+58 05 31.05;Cep;EW:;;13.79;0.637;1.1;V;2457287.7756;0.528734;PC;2015;http://var2.astro.cz/czev.php?id=825
826;UCAC4 734-076478;;21 43 17.798;+56 46 42.86;Cep;EW;13.66;11.913;0.484;0.12;V;2457287.9075;0.312005;PC;2015;http://var2.astro.cz/czev.php?id=826
827;UCAC4 735-077692;;21 43 39.043;+56 57 47.72;Cep;EA;13.71;12.157;0.521;0.25;V;2457298.3188;0.78575;PC;2015;http://var2.astro.cz/czev.php?id=827
828;USNO-B1.0 1473-0447690;;21 43 44.707;+57 21 47.45;Cep;EA;;14.65;1.051;;;;;PC;2015;http://var2.astro.cz/czev.php?id=828
829;USNO-B1.0 1480-0414081;;21 35 37.578;+58 03 29.53;Cep;EA;;15.146;0.411;;;;;PC;2015;http://var2.astro.cz/czev.php?id=829
830;UCAC4 735-077217;;21 40 48.396;+56 55 01.01;Cep;EA;;14.205;0.78;;;;;PC;2015;http://var2.astro.cz/czev.php?id=830
831;UCAC4 344-006336;;04 56 16.746;-21 15 02.61;Lep;EW;14.77;13.443;0.389;0.5;Rc;2457363.5654;0.30718;MM, KH, JJ;2015;http://var2.astro.cz/czev.php?id=831
832;UCAC4 707-012784;;01 43 46.895;+51 22 56.10;Per;EW;;15.05;0.506;;;2457363.3817;0.306717;FB;2015;http://var2.astro.cz/czev.php?id=832
833;UCAC4 708-013140;;01 42 43.098;+51 30 23.74;Per;EA;;15.441;0.333;;;;;FB;2015;http://var2.astro.cz/czev.php?id=833
834;UCAC4 708-013216;;01 43 14.837;+51 25 40.94;Per;DSCT;15.36;13.845;0.422;;;;;FB;2015;http://var2.astro.cz/czev.php?id=834
835;USNO-B1.0 1413-0045629;;01 42 44.427;+51 22 11.49;Per;EW;;15.958;0.29;;;2457363.3559;0.329957;FB;2015;http://var2.astro.cz/czev.php?id=835
836;USNO-B1.0 1416-0050199;;01 40 25.801;+51 40 28.45;Per;EW;;15.651;0.504;;;;;FB;2015;http://var2.astro.cz/czev.php?id=836
837;UCAC4 796-009577;;03 35 20.310;+69 00 00.76;Cas;EA;13.01;11.383;0.482;0.72;C;2457755.3783;4.60776;FB;2015;http://var2.astro.cz/czev.php?id=837
838;UCAC4 458-021488;CzeV838;06 38 55.096;+01 28 28.98;Mon;EA;12.95;11.693;0.43;0.39;V;2457426.311;3.533603;MM;2016;http://var2.astro.cz/czev.php?id=838
839;UCAC4 539-048613;GSC 01414-00683;09 50 56.874;+17 39 31.57;Leo;EA;12.47;11.358;0.355;0.27;V;2457448.564;2.95525;MM, KH, JJ;2016;http://var2.astro.cz/czev.php?id=839
840;UCAC4 184-071992;CzeV840;11 33 43.054;-53 14 41.44;Cen;DSCT;11.15;10.394;0.213;0.09;V;2451886.534;0.161176;MM, KH, JJ;2016;http://var2.astro.cz/czev.php?id=840
841;UCAC4 631-023180;;05 11 16.442;+36 02 04.13;Aur;DSCT;16.06;13.984;0.56;0.5;V;2457445.3578;0.08623;LS;2016;http://var2.astro.cz/czev.php?id=841
842;UCAC4 632-022976;;05 11 17.027;+36 13 26.37;Aur;EW;15;13.086;0.579;;;2457445.4918;0.299531;LS;2016;http://var2.astro.cz/czev.php?id=842
843;USNO-B1.0 0446-0346054;;14 09 06.993;-45 18 18.32;Cen;RRAB:;;15.304;0.582;;;2457478.7878;0.42;JL;2016;http://var2.astro.cz/czev.php?id=843
844;USNO-B1.0 1208-0099291;;05 45 09.626;+30 48 30.66;Aur;EW;;15.577;0.65;0.7;C;2456712.8633;0.310452;PC;2016;http://var2.astro.cz/czev.php?id=844
845;UCAC4 604-024193;;05 45 26.771;+30 40 35.72;Aur;EA;15.51;13.494;0.439;0.8;C;;;PC;2016;http://var2.astro.cz/czev.php?id=845
846;UCAC4 602-024009;;05 45 30.791;+30 14 47.00;Aur;EW;15.62;13.681;0.566;0.4;C;2457388.1779;0.393157;PC;2016;http://var2.astro.cz/czev.php?id=846
847;UCAC4 606-023658;;05 46 28.931;+31 03 43.64;Aur;EA;;14.793;0.324;0.3;C;;;PC;2016;http://var2.astro.cz/czev.php?id=847
848;USNO-B1.0 1202-0100381;;05 46 31.085;+30 13 00.07;Aur;EW;;14.909;0.799;0.6;C;2457430.055;0.24947;PC;2016;http://var2.astro.cz/czev.php?id=848
849;USNO-B1.0 1202-0100450;;05 46 37.344;+30 16 42.88;Aur;EW;;14.886;0.42;0.5;C;2457430.5042;0.309836;PC;2016;http://var2.astro.cz/czev.php?id=849
850;UCAC4 602-024307;;05 46 56.667;+30 16 34.65;Aur;EW|DSCT;;11.083;0.314;0.04;C;2457387.9013;0.111447;PC;2016;http://var2.astro.cz/czev.php?id=850
851;UCAC4 602-024784;;05 48 53.010;+30 16 03.62;Aur;EW;15.27;13.964;0.365;0.5;C;2457388.4137;0.546348;PC;2016;http://var2.astro.cz/czev.php?id=851
852;UCAC4 602-025098;;05 49 55.024;+30 22 03.27;Aur;E:;;14.443;0.668;0.4;C;2457388.4142;0.390137;PC;2016;http://var2.astro.cz/czev.php?id=852
853;UCAC4 608-025471;;05 50 10.796;+31 27 07.95;Aur;DSCT;13.7;12.538;0.319;;;2455970.4414;0.083104;PC;2016;http://var2.astro.cz/czev.php?id=853
854;UCAC4 605-025696;;05 50 16.110;+30 52 29.71;Aur;DSCT;14.16;13.221;0.391;0.04;C;2456351.3469;0.069478;PC;2016;http://var2.astro.cz/czev.php?id=854
855;USNO-B1.0 1208-0102955;;05 50 20.329;+30 48 52.12;Aur;DSCT:;;15.39;0.687;0.3;C;2455968.7016;0.169743;PC;2016;http://var2.astro.cz/czev.php?id=855
856;UCAC4 604-025533;;05 50 53.590;+30 39 45.38;Aur;DSCT:;14.02;12.384;0.377;0.05;C;2456351.9674;0.337941;PC;2016;http://var2.astro.cz/czev.php?id=856
857;USNO-B1.0 1202-0103603;;05 50 53.746;+30 15 58.68;Aur;EW;;14.961;0.628;0.8;C;2457781.365;0.427332;PC;2016;http://var2.astro.cz/czev.php?id=857
858;UCAC4 604-025683;;05 51 24.693;+30 36 35.34;Aur;DSCT;14.51;13.009;0.409;0.2;C;2457388.1005;0.125263;PC;2016;http://var2.astro.cz/czev.php?id=858
859;USNO-B1.0 1212-0100750;;05 47 59.644;+31 15 45.12;Aur;UV;;13.377;0.987;1;C;;;PC;2016;http://var2.astro.cz/czev.php?id=859
860;UCAC4 604-024714;;05 48 02.124;+30 39 39.27;Aur;EA;;14.027;0.487;0.1;C;2457753.525;0.541554;PC;2016;http://var2.astro.cz/czev.php?id=860
861;UCAC4 602-025514;;05 51 23.259;+30 15 24.02;Aur;EA:;15.92;13.809;0.674;;;2457716.7786;2.637236;PC;2016;http://var2.astro.cz/czev.php?id=861
862;UCAC4 288-132362;;17 34 14.483;-32 28 18.98;Sco;EA;12;11.249;2.132;0.17;V;2457511.46;1.84;MZ;2016;http://var2.astro.cz/czev.php?id=862
863;UCAC4 793-016736;;05 43 23.822;+68 29 39.83;Cam;EB;15.02;14.207;0.415;0.73;V;2457521.2055;0.42715;LS;2016;http://var2.astro.cz/czev.php?id=863
864;UCAC4 688-062462;CzeV864;18 12 00.076;+47 29 00.41;Her;DSCT;12.83;12.293;0.128;0.26;C;2453901.664;0.072691;LC;2016;http://var2.astro.cz/czev.php?id=864
865;UCAC4 337-006572;;05 00 29.989;-22 41 44.18;Lep;SRS;11.2;6.875;1.175;0.08;V;2451863;19.561;MM, KH, JJ;2016;http://var2.astro.cz/czev.php?id=865
866;UCAC4 145-071071;OGLE-GD-ECL-07186;11 06 07.883;-61 09 09.26;Car;EA;9.72;9.5;-0.107;0.11;V;2451886.29;6.10165;MM, KH, JJ;2016;http://var2.astro.cz/czev.php?id=866
867;UCAC4 363-156219;;18 40 04.767;-17 32 01.24;Sgr;EA;12.45;10.868;0.124;0.49;V;2451964.47;1.18805;MM, KH, JJ;2016;http://var2.astro.cz/czev.php?id=867
868;UCAC4 487-068071;;17 34 54.178;+07 17 47.66;Oph;RRAB;15.11;14.566;0.257;1.1;C;2457547.55;0.44684;MM;2016;http://var2.astro.cz/czev.php?id=868
869;UCAC4 487-068224;;17 35 49.006;+07 13 23.39;Oph;EW;14.25;13.132;0.412;0.16;C;2457546.5;0.32862;MM;2016;http://var2.astro.cz/czev.php?id=869
870;UCAC4 487-068202;;17 35 39.963;+07 12 42.42;Oph;EW;14.21;13.108;0.544;0.42;C;2457546.385;0.25778;MM;2016;http://var2.astro.cz/czev.php?id=870
871;UCAC4 486-069571;;17 34 52.841;+07 09 55.38;Oph;RRAB;15.39;14.558;0.477;0.9;C;2457546.505;0.3787;MM;2016;http://var2.astro.cz/czev.php?id=871
872;UCAC4 487-067878;;17 33 28.537;+07 21 14.06;Oph;EW;15.79;13.583;0.734;0.22;C;2457546.423;0.2588;MM;2016;http://var2.astro.cz/czev.php?id=872
873;USNO-B1.0 0970-0358248;;17 36 25.088;+07 01 49.50;Oph;EW;;14.632;0.569;;;2457555.516;0.30798;MM;2016;http://var2.astro.cz/czev.php?id=873
874;UCAC4 485-068418;;17 33 13.450;+06 51 17.79;Oph;EW;13.13;12.005;0.307;;;2457555.905;0.9127;MM;2016;http://var2.astro.cz/czev.php?id=874
875;UCAC4 485-068341;;17 32 41.983;+06 54 04.39;Oph;RR:;;13.757;0.337;;;;;MM;2016;http://var2.astro.cz/czev.php?id=875
876;UCAC4 485-068762;;17 35 44.805;+06 50 59.64;Oph;EW;12.89;12.147;0.195;;;2457555.724;0.51902;MM;2016;http://var2.astro.cz/czev.php?id=876
877;UCAC4 262-151995;;18 03 39.100;-37 43 47.67;CrA;EA;8.637;8.13;0.061;0.32;V;2451959.45;7.8961;MM, KH, JJ;2016;http://var2.astro.cz/czev.php?id=877
878;USNO-B1.0 0974-0366974;;17 36 02.53;+07 26 07.07;Oph;RRAB;;15.496;0.347;1.1;C;2457571.473;0.3304;MM;2016;http://var2.astro.cz/czev.php?id=878
879;UCAC4 098-000197;;00 12 07.715;-70 33 02.08;Tuc;EW;13.64;12.309;0.449;0.3;V;2457579.78;0.34502;MM, KH, JJ;2016;http://var2.astro.cz/czev.php?id=879
880;UCAC4 737-077017;;21 39 52.721;+57 22 00.04;Cep;EA;11.92;10.374;0.388;0.15;C;2453903.4077;1.501276;FW;2016;http://var2.astro.cz/czev.php?id=880
881;UCAC4 562-069636;;18 28 23.429;+22 23 38.44;Her;EW;;11.85;0.212;0.14;C;2453129.7535;0.634276;FW;2016;http://var2.astro.cz/czev.php?id=881
882;UCAC4 261-148504;;17 59 13.276;-37 48 21.40;CrA;EW;;12.405;0.373;0.25;Rc;;;MM, KH, JJ;2016;http://var2.astro.cz/czev.php?id=882
883;UCAC4 582-104411;;20 27 17.938;+26 18 19.66;Vul;DSCT;12.42;11.268;0.328;0.09;C;2453128.9781;0.103787;LC;2016;http://var2.astro.cz/czev.php?id=883
884;UCAC4 269-124897;;17 53 50.533;-36 16 08.87;Sco;EW;;11.592;0.36;0.2;V;2457579.59;0.437072;MM;2016;http://var2.astro.cz/czev.php?id=884
885;UCAC4 219-043229;;09 57 55.849;-46 16 55.51;Vel;EW;13.42;12.611;0.223;0.18;C;2454122.507;0.8642;MM;2016;http://var2.astro.cz/czev.php?id=885
886;UCAC4 518-116742;;19 52 41.028;+13 25 00.16;Aql;HADS:;;14.647;0.337;0.5;C;2457241.9065;0.161249;PC;2016;http://var2.astro.cz/czev.php?id=886
887;UCAC4 514-113771;;19 52 50.940;+12 45 15.83;Aql;EW;;15.245;0.377;0.5;C;2457243.015;0.569597;PC;2016;http://var2.astro.cz/czev.php?id=887
888;UCAC4 520-115698;;19 53 05.824;+13 50 33.96;Aql;EW;;15.371;0.48;1;C;2457624.3255;0.460094;PC;2016;http://var2.astro.cz/czev.php?id=888
889;UCAC4 520-115709;;19 53 06.669;+13 57 10.91;Aql;DSCT:;;14.591;0.323;0.3;C;2457547.1352;0.378147;PC;2016;http://var2.astro.cz/czev.php?id=889
890;UCAC4 520-115802;;19 53 19.433;+13 51 14.94;Aql;;;14.112;0.306;0.6;C;2455852.4283;2.117522;PC;2016;http://var2.astro.cz/czev.php?id=890
891;UCAC4 520-115812;;19 53 20.217;+13 55 40.26;Aql;EW;;15.011;0.351;0.5;C;2455852.0728;0.419302;PC;2016;http://var2.astro.cz/czev.php?id=891
892;USNO-B1.0 1037-0513920;;19 53 22.827;+13 47 22.12;Aql;RRC;;15.31;0.611;1;C;2455852.6441;0.614709;PC;2016;http://var2.astro.cz/czev.php?id=892
893;UCAC4 520-115910;;19 53 29.735;+13 58 12.66;Aql;DSCT;12.98;11.635;0.311;0.12;C;2455851.721;0.1474166;PC;2016;http://var2.astro.cz/czev.php?id=893
894;USNO-B1.0 1027-0650313;;19 53 44.335;+12 47 24.52;Aql;EW:;;15.264;0.43;0.45;C;2455858.63;0.657585;PC;2016;http://var2.astro.cz/czev.php?id=894
895;UCAC4 518-117592;;19 54 13.850;+13 27 07.79;Aql;DSCT;;14.68;0.22;0.3;C;2455834.9985;0.269128;PC;2016;http://var2.astro.cz/czev.php?id=895
896;USNO-B1.0 1030-0613324;;19 54 31.675;+13 05 07.44;Aql;EW;;15.445;0.61;0.6;C;2457624.535;0.4101;PC;2016;http://var2.astro.cz/czev.php?id=896
897;UCAC4 517-114262;;19 54 55.739;+13 20 33.28;Aql;EW;;15.489;0.815;0.5;C;2457624.52;0.401606;PC;2016;http://var2.astro.cz/czev.php?id=897
898;USNO-B1.0 1030-0614214;;19 54 56.106;+13 02 58.09;Aql;EA;;14.183;0.86;1;C;2457629.467;1.407625;PC;2016;http://var2.astro.cz/czev.php?id=898
899;UCAC4 521-118102;;19 55 11.325;+14 00 33.69;Aql;EW;;14.808;0.661;0.7;C;2456540.0615;0.35823;PC;2016;http://var2.astro.cz/czev.php?id=899
900;USNO-B1.0 1034-0519246;;19 55 12.438;+13 27 40.46;Aql;EW;;15.403;0.601;0.6;C;2455834.754;0.349109;PC;2016;http://var2.astro.cz/czev.php?id=900
901;UCAC4 519-115588;;19 55 26.516;+13 47 24.06;Aql;EA;14.96;13.302;0.372;0.5;C;2457633.43;3.37022;PC;2016;http://var2.astro.cz/czev.php?id=901
902;UCAC4 521-118147;;19 55 17.055;+14 01 48.94;Aql;RR:;;15.075;0.375;0.7;C;2456213.822;0.639303;PC;2016;http://var2.astro.cz/czev.php?id=902
903;USNO-B1.0 1032-0566855;;19 55 38.704;+13 15 35.05;Aql;EW;;15.623;0.327;0.8;C;2455834.9177;0.332923;PC;2016;http://var2.astro.cz/czev.php?id=903
904;UCAC4 516-119284;;19 55 52.824;+13 07 49.98;Aql;EW;;14.964;0.665;0.5;C;2455834.3661;0.294629;PC;2016;http://var2.astro.cz/czev.php?id=904
905;UCAC4 517-114838;;19 55 58.500;+13 21 10.48;Aql;EW;;15.856;0.635;0.7;C;2455835.0499;0.370521;PC;2016;http://var2.astro.cz/czev.php?id=905
906;UCAC4 515-116841;;19 56 00.769;+12 58 20.61;Aql;EW;;15.519;0.41;0.8;C;2455835.229;0.360834;PC;2016;http://var2.astro.cz/czev.php?id=906
907;UCAC4 519-115896;;19 56 01.266;+13 38 06.58;Aql;EA+DSCT;;14.419;0.487;0.4;C;2457241.6;2.028619;PC;2016;http://var2.astro.cz/czev.php?id=907
908;UCAC4 521-118642;;19 56 05.793;+14 02 22.75;Aql;EW;;15.245;0.566;0.5;C;2457625.508;0.473138;PC;2016;http://var2.astro.cz/czev.php?id=908
909;UCAC4 517-115014;;19 56 16.216;+13 23 33.16;Aql;EW;;15.312;0.461;0.7;C;2456220.335;0.417663;PC;2016;http://var2.astro.cz/czev.php?id=909
910;UCAC4 517-115150;;19 56 29.167;+13 23 22.78;Aql;HADS;;14.866;0.573;0.6;C;2455835.173;0.620077;PC;2013;http://var2.astro.cz/czev.php?id=910
911;UCAC4 518-118943;;19 56 48.291;+13 31 09.83;Aql;;14.3;12.261;0.573;0.16;C;2456223.26;4.050324;PC;2016;http://var2.astro.cz/czev.php?id=911
912;UCAC4 519-116283;;19 56 50.551;+13 37 14.37;Aql;EB;16.12R1;-;-;0.5;C;2455834.363;0.861782;PC;2016;http://var2.astro.cz/czev.php?id=912
913;UCAC4 520-117785;;19 57 00.093;+13 56 13.00;Aql;EA;;14.155;0.533;1;C;2457644.288;1.77172;PC;2016;http://var2.astro.cz/czev.php?id=913
914;USNO-B1.0 1035-0521540;;19 57 08.957;+13 33 02.79;Aql;EW;;15.362;0.258;0.9;C;2455834.9219;0.328299;PC;2016;http://var2.astro.cz/czev.php?id=914
